order_id,customer_id,order_date,status,payment_method,shipping_country,total_amount
941,4,2024-02-10,livré,carte_bancaire,Belgique,1644.04
942,292,2023-07-18,livré,apple_pay,USA,349.25
943,290,2023-03-08,livré,virement,Belgique,1180.45
944,478,2024-06-19,livré,paypal,Allemagne,463.65
945,435,2024-12-10,en cours,apple_pay,USA,1983.98
946,130,2023-01-03,en cours,cash_on_delivery,France,1767.37
947,438,2024-02-21,expédié,paypal,Maroc,870.77
948,349,2024-06-13,livré,carte_bancaire,Allemagne,996.19
949,25,2024-04-04,livré,paypal,France,845.92
950,201,2024-08-08,livré,carte_bancaire,Allemagne,172.8
951,354,2023-09-13,livré,virement,Espagne,158.14
952,169,2023-04-10,livré,carte_bancaire,Sénégal,1255.73
953,222,2024-10-03,annulé,paypal,Belgique,1189.14
954,127,2023-12-15,livré,carte_bancaire,Italie,484.33
955,267,2024-09-06,annulé,apple_pay,Sénégal,1887.66
956,392,2023-05-08,livré,carte_bancaire,France,898.45
957,470,2024-12-11,livré,carte_bancaire,Espagne,633.43
958,32,2023-11-05,expédié,apple_pay,Tunisie,889.42
959,34,2023-02-23,livré,paypal,Tunisie,121.02
960,206,2023-08-27,livré,apple_pay,USA,1506.41
961,6,2024-03-14,livré,apple_pay,USA,933.78
962,52,2023-01-27,livré,cash_on_delivery,Canada,1875.79
963,169,2023-01-13,livré,apple_pay,Maroc,224.93
964,304,2024-08-09,annulé,virement,Canada,395.29
965,132,2024-09-27,livré,cash_on_delivery,Espagne,967.98
966,125,2023-05-11,livré,paypal,USA,97.7
967,224,2024-01-02,livré,paypal,USA,1306.89
968,454,2024-04-25,livré,paypal,USA,299.79
969,176,2024-06-14,livré,apple_pay,Espagne,1940.84
970,30,2024-07-26,livré,carte_bancaire,Tunisie,1640.18
971,177,2023-07-26,livré,carte_bancaire,Italie,408.74
972,97,2024-04-23,en cours,apple_pay,Italie,1392.62
973,437,2024-09-22,livré,paypal,Tunisie,1926.5
974,169,2023-02-13,livré,cash_on_delivery,Allemagne,914.06
975,472,2023-08-24,livré,cash_on_delivery,USA,453.82
976,110,2023-12-06,livré,cash_on_delivery,Allemagne,1471.83
977,205,2024-01-07,livré,carte_bancaire,Maroc,1979.86
978,184,2023-10-25,livré,cash_on_delivery,Allemagne,239.23
979,324,2023-02-14,livré,carte_bancaire,Allemagne,1533.41
980,102,2023-09-26,livré,virement,Italie,445.7
981,434,2023-01-23,livré,virement,Belgique,365.3
982,467,2023-05-21,livré,cash_on_delivery,Maroc,1664.58
983,174,2023-09-03,expédié,paypal,Italie,617.09
984,339,2024-09-30,livré,cash_on_delivery,Maroc,1058.58
985,61,2023-07-14,livré,virement,Canada,1849.07
986,194,2024-03-15,en cours,virement,France,642.72
987,391,2024-07-02,en cours,paypal,Espagne,386.31
988,168,2023-10-14,livré,virement,Canada,1262.62
989,496,2023-03-25,livré,cash_on_delivery,USA,983.09
990,34,2024-10-22,livré,apple_pay,Italie,782.35
991,256,2024-12-30,livré,paypal,Canada,366.21
992,356,2024-04-30,livré,paypal,USA,1911.95
993,206,2024-10-27,en cours,carte_bancaire,Allemagne,1583.34
994,113,2023-08-29,remboursé,cash_on_delivery,Allemagne,909.64
995,157,2023-06-10,livré,paypal,Belgique,760.4
996,282,2023-10-30,livré,cash_on_delivery,Canada,1505.73
997,181,2024-06-08,livré,apple_pay,Italie,91.87
998,219,2024-01-12,livré,cash_on_delivery,Italie,870.69
999,140,2023-08-28,livré,paypal,Maroc,367.34
1000,184,2024-05-28,expédié,apple_pay,Canada,596.09
1001,330,2023-08-22,livré,carte_bancaire,Maroc,560.09
1002,37,2023-12-08,livré,virement,Italie,1096.59
1003,129,2024-11-30,livré,paypal,Allemagne,1632.97
1004,362,2024-07-10,en cours,paypal,France,284.35
1005,395,2024-02-18,livré,cash_on_delivery,USA,1646.39
1006,388,2024-06-08,en cours,virement,Tunisie,949.29
1007,117,2024-04-30,livré,virement,Canada,1500.78
1008,301,2024-04-17,annulé,paypal,Maroc,1517.67
1009,161,2024-12-15,annulé,cash_on_delivery,Allemagne,863.3
1010,225,2024-01-19,livré,virement,USA,1121.31
1011,448,2023-01-10,livré,cash_on_delivery,Italie,1887.27
1012,174,2024-02-18,livré,apple_pay,Belgique,857.18
1013,167,2023-02-02,livré,virement,Espagne,1139.48
1014,488,2024-09-09,expédié,apple_pay,USA,1140.7
1015,444,2024-02-05,livré,carte_bancaire,Canada,768.82
1016,198,2024-08-06,livré,cash_on_delivery,Belgique,226.19
1017,48,2023-07-01,livré,carte_bancaire,USA,1353.02
1018,251,2024-01-31,livré,paypal,Allemagne,406.01
1019,120,2024-04-10,livré,carte_bancaire,Italie,1053.55
1020,266,2024-02-25,livré,cash_on_delivery,Espagne,660.28
1021,57,2023-03-12,livré,cash_on_delivery,Allemagne,842.64
1022,67,2024-12-27,remboursé,cash_on_delivery,Espagne,626.42
1023,310,2023-07-27,livré,apple_pay,Sénégal,627.52
1024,142,2024-04-01,livré,carte_bancaire,Tunisie,1982.26
1025,310,2024-08-05,annulé,cash_on_delivery,Sénégal,1056.45
1026,237,2023-10-22,livré,cash_on_delivery,Italie,1477.21
1027,359,2024-02-05,annulé,apple_pay,Espagne,1586.77
1028,213,2024-03-18,livré,cash_on_delivery,Tunisie,1800.93
1029,467,2023-04-08,en cours,cash_on_delivery,France,1400.06
1030,123,2024-10-05,remboursé,apple_pay,Belgique,324.29
1031,342,2023-08-11,expédié,cash_on_delivery,Tunisie,1399.11
1032,391,2023-03-20,livré,carte_bancaire,Canada,1990.68
1033,393,2023-06-18,annulé,paypal,Allemagne,826.09
1034,260,2024-10-16,livré,cash_on_delivery,Tunisie,63.17
1035,176,2024-02-11,en cours,carte_bancaire,France,1712.99
1036,129,2023-12-01,livré,cash_on_delivery,Sénégal,1835.1
1037,237,2023-09-06,livré,cash_on_delivery,Espagne,1101.37
1038,242,2023-06-24,annulé,carte_bancaire,USA,1684.71
1039,52,2024-02-05,livré,virement,Maroc,257.06
1040,344,2023-06-07,annulé,cash_on_delivery,Italie,1357.99
1041,92,2024-11-22,livré,apple_pay,Allemagne,78.55
1042,227,2024-06-19,en cours,carte_bancaire,Tunisie,1674.64
1043,354,2023-01-05,livré,carte_bancaire,Tunisie,114.31
1044,393,2023-09-02,livré,virement,Maroc,506.9
1045,9,2023-12-12,livré,virement,Maroc,1978.69
1046,113,2024-11-11,expédié,virement,Espagne,202.24
1047,23,2023-12-01,livré,paypal,Canada,224.29
1048,321,2024-07-08,livré,cash_on_delivery,Tunisie,422.17
1049,62,2023-11-28,livré,virement,France,220.71
1050,206,2023-08-06,en cours,cash_on_delivery,Allemagne,33.84
1051,34,2024-09-30,en cours,paypal,France,564.13
1052,35,2024-09-05,remboursé,cash_on_delivery,Maroc,828.08
1053,365,2024-08-05,livré,virement,Belgique,1981.16
1054,492,2024-10-08,livré,cash_on_delivery,Espagne,655.47
1055,171,2024-12-05,livré,paypal,Sénégal,1525.82
1056,35,2024-08-22,livré,cash_on_delivery,Tunisie,1220.98
1057,262,2024-08-24,en cours,carte_bancaire,Allemagne,472.53
1058,11,2023-11-13,en cours,virement,Tunisie,1794.59
1059,388,2023-05-21,livré,paypal,Sénégal,167.99
1060,152,2024-10-19,livré,carte_bancaire,Allemagne,757.74
1061,473,2024-03-30,en cours,paypal,Espagne,1977.22
1062,143,2023-02-10,livré,apple_pay,Tunisie,1576.07
1063,332,2023-08-23,annulé,paypal,Italie,1503.6
1064,125,2024-11-11,livré,virement,Allemagne,117.61
1065,312,2023-07-07,remboursé,cash_on_delivery,France,1047.73
1066,34,2023-07-17,remboursé,carte_bancaire,Espagne,149.27
1067,481,2024-08-29,livré,apple_pay,Allemagne,192.6
1068,121,2024-04-23,livré,paypal,Espagne,858.22
1069,370,2024-09-12,livré,virement,Belgique,853.79
1070,147,2023-07-26,livré,paypal,Sénégal,1935.77
1071,41,2024-01-22,expédié,virement,Sénégal,725.57
1072,226,2024-03-19,livré,virement,Sénégal,1222.69
1073,11,2023-03-27,annulé,paypal,USA,860.52
1074,276,2023-09-21,livré,cash_on_delivery,Sénégal,1456.03
1075,157,2024-09-12,livré,cash_on_delivery,Maroc,756.54
1076,171,2023-06-08,livré,virement,France,943.82
1077,7,2024-01-19,remboursé,cash_on_delivery,Tunisie,1463.43
1078,474,2024-01-18,livré,cash_on_delivery,Sénégal,795.35
1079,158,2024-02-23,en cours,carte_bancaire,Maroc,1180.73
1080,198,2024-03-22,expédié,paypal,Italie,333.1
1081,261,2024-01-13,en cours,carte_bancaire,Tunisie,1273.61
1082,475,2024-05-04,livré,carte_bancaire,Italie,501.12
1083,324,2024-11-12,en cours,virement,Belgique,66.23
1084,310,2023-09-18,livré,virement,USA,1365.32
1085,297,2023-01-13,expédié,carte_bancaire,Maroc,1684.62
1086,330,2024-12-24,en cours,apple_pay,Maroc,774.85
1087,266,2023-06-19,expédié,cash_on_delivery,Belgique,1753.25
1088,355,2024-11-05,livré,cash_on_delivery,USA,1935.69
1089,158,2023-04-02,en cours,carte_bancaire,USA,1507.4
1090,398,2023-10-03,annulé,virement,Tunisie,1630.31
1091,358,2024-05-18,livré,carte_bancaire,Maroc,1974.18
1092,36,2024-03-02,annulé,paypal,Tunisie,841.5
1093,88,2023-05-18,livré,virement,Sénégal,380.94
1094,94,2024-08-03,livré,virement,Espagne,229.37
1095,103,2023-07-16,livré,paypal,Tunisie,373.63
1096,226,2024-10-13,en cours,virement,Maroc,1252.6
1097,151,2023-03-07,livré,paypal,France,258.12
1098,300,2023-04-14,livré,carte_bancaire,France,975.54
1099,137,2024-08-19,annulé,carte_bancaire,Maroc,24.38
1100,109,2024-09-09,livré,apple_pay,Belgique,24.45
1101,478,2024-09-10,livré,cash_on_delivery,Italie,1516.25
1102,190,2023-11-19,en cours,virement,Italie,692.72
1103,341,2023-12-31,livré,paypal,Maroc,1225.51
1104,2,2023-05-23,livré,carte_bancaire,USA,1399.63
1105,63,2024-12-17,remboursé,virement,Italie,566.14
1106,232,2024-05-01,en cours,apple_pay,Tunisie,1321.16
1107,339,2023-11-26,livré,carte_bancaire,Italie,1972.5
1108,448,2023-11-30,livré,cash_on_delivery,Allemagne,1617.04
1109,311,2023-03-25,livré,paypal,Tunisie,1481.02
1110,481,2024-11-05,expédié,carte_bancaire,Tunisie,1862.38
1111,151,2024-06-16,en cours,apple_pay,Canada,1426.76
1112,17,2023-11-05,livré,apple_pay,Sénégal,1595.67
1113,87,2024-05-08,remboursé,apple_pay,Allemagne,1910.55
1114,125,2024-11-06,livré,carte_bancaire,Maroc,1508.97
1115,223,2023-12-01,expédié,cash_on_delivery,Belgique,68.15
1116,113,2024-11-17,en cours,carte_bancaire,Espagne,1335.21
1117,473,2023-04-03,livré,paypal,Allemagne,1453.57
1118,478,2023-03-08,livré,paypal,Tunisie,1848.46
1119,467,2024-01-26,en cours,apple_pay,Tunisie,1474.64
1120,414,2023-10-25,livré,carte_bancaire,Maroc,525.6
1121,46,2023-07-12,livré,carte_bancaire,USA,1188.48
1122,189,2024-01-25,livré,apple_pay,France,633.61
1123,160,2024-02-02,livré,cash_on_delivery,Italie,1075.85
1124,395,2023-05-10,livré,apple_pay,USA,1361.81
1125,303,2024-07-05,livré,cash_on_delivery,Italie,796.67
1126,75,2023-08-13,annulé,cash_on_delivery,Sénégal,600.68
1127,76,2024-11-12,en cours,carte_bancaire,USA,300.28
1128,164,2023-05-07,livré,paypal,USA,1980.77
1129,245,2023-10-26,en cours,cash_on_delivery,France,439.25
1130,415,2023-08-04,livré,virement,France,1657.49
1131,473,2024-05-14,remboursé,cash_on_delivery,Belgique,366.25
1132,418,2023-01-23,en cours,apple_pay,Tunisie,1698.55
1133,173,2023-12-23,livré,cash_on_delivery,Tunisie,952.11
1134,37,2024-12-14,livré,virement,Canada,573.25
1135,202,2024-08-17,livré,carte_bancaire,Belgique,653.6
1136,235,2024-03-28,en cours,cash_on_delivery,Belgique,1158.54
1137,460,2023-07-20,livré,carte_bancaire,Italie,444.09
1138,372,2023-06-01,remboursé,cash_on_delivery,Tunisie,212.88
1139,348,2023-04-09,annulé,paypal,Sénégal,1852.71
1140,92,2024-06-11,expédié,paypal,USA,243.52
1141,223,2024-02-18,expédié,virement,France,1257.68
1142,61,2024-12-05,livré,apple_pay,Espagne,982.37
1143,335,2024-11-17,en cours,carte_bancaire,Sénégal,1553.94
1144,443,2024-10-09,annulé,cash_on_delivery,Italie,770.38
1145,6,2024-05-15,livré,apple_pay,Allemagne,174.45
1146,12,2024-05-06,livré,paypal,Maroc,1974.83
1147,407,2024-10-22,livré,cash_on_delivery,Belgique,774.08
1148,293,2024-12-31,livré,apple_pay,Espagne,657.21
1149,208,2024-07-23,annulé,apple_pay,Canada,49.3
1150,251,2024-07-05,livré,carte_bancaire,Allemagne,1675.92
1151,495,2024-09-05,en cours,virement,France,243.48
1152,285,2023-02-10,livré,virement,USA,635.45
1153,106,2023-09-20,en cours,carte_bancaire,Maroc,184.76
1154,64,2024-07-11,livré,virement,Tunisie,733.48
1155,484,2023-02-17,en cours,apple_pay,Belgique,504.19
1156,338,2024-05-17,livré,paypal,Canada,288.31
1157,467,2024-07-05,expédié,apple_pay,Allemagne,710.71
1158,353,2023-08-31,livré,carte_bancaire,Allemagne,1641.33
1159,73,2023-05-18,livré,apple_pay,Canada,1666.93
1160,111,2024-09-29,livré,cash_on_delivery,Maroc,562.02
1161,282,2023-06-17,livré,cash_on_delivery,Sénégal,769.75
1162,43,2024-12-12,expédié,virement,Canada,1356.29
1163,105,2024-10-10,livré,virement,Italie,1468.02
1164,289,2024-09-11,en cours,virement,Tunisie,1642.81
1165,421,2024-03-20,livré,cash_on_delivery,France,1984.97
1166,494,2023-05-08,en cours,apple_pay,Maroc,164.27
1167,351,2024-10-17,livré,carte_bancaire,Italie,141.26
1168,466,2023-08-20,livré,paypal,France,553.77
1169,51,2024-01-23,livré,carte_bancaire,Maroc,1937.86
1170,90,2024-08-25,livré,cash_on_delivery,Maroc,1752.27
1171,271,2023-10-16,livré,apple_pay,Belgique,1148.59
1172,312,2023-11-22,livré,cash_on_delivery,Espagne,105.45
1173,177,2024-06-28,annulé,apple_pay,USA,1358.85
1174,452,2023-05-11,annulé,paypal,France,958.96
1175,352,2023-05-10,livré,virement,Tunisie,319.43
1176,291,2024-10-16,en cours,paypal,Allemagne,115.2
1177,348,2023-07-07,en cours,cash_on_delivery,Italie,1416.51
1178,409,2024-03-14,livré,apple_pay,Allemagne,580.77
1179,157,2023-11-09,en cours,cash_on_delivery,Italie,183.02
1180,433,2023-09-03,livré,carte_bancaire,Espagne,168.15
1181,295,2024-07-21,livré,cash_on_delivery,France,1489.38
1182,493,2023-05-20,expédié,cash_on_delivery,Sénégal,1357.3
1183,264,2024-06-29,en cours,carte_bancaire,Tunisie,1356.78
1184,8,2023-01-08,en cours,cash_on_delivery,Canada,1822.66
1185,384,2024-11-08,livré,apple_pay,USA,1988.5
1186,22,2024-11-21,en cours,apple_pay,Allemagne,1929.65
1187,90,2024-06-10,livré,paypal,France,1680.42
1188,217,2023-04-26,livré,paypal,Allemagne,349.26
1189,426,2023-05-01,livré,paypal,Belgique,1535.16
1190,248,2024-10-08,livré,apple_pay,Tunisie,434.0
1191,112,2024-10-20,expédié,apple_pay,France,1858.93
1192,479,2024-05-14,livré,carte_bancaire,Italie,1239.32
1193,4,2023-12-29,en cours,carte_bancaire,France,663.82
1194,180,2023-12-30,remboursé,carte_bancaire,Maroc,380.45
1195,221,2024-06-10,livré,virement,Tunisie,178.64
1196,64,2024-11-03,expédié,paypal,Allemagne,23.75
1197,241,2024-03-14,livré,virement,Canada,605.58
1198,416,2024-11-03,livré,cash_on_delivery,Espagne,1978.84
1199,72,2024-01-03,livré,virement,Maroc,873.58
1200,98,2024-03-07,livré,paypal,France,276.02
1201,83,2024-11-12,en cours,paypal,Maroc,1897.27
1202,216,2024-11-29,livré,virement,Italie,996.18
1203,385,2024-05-28,annulé,cash_on_delivery,Espagne,1764.72
1204,57,2023-05-10,expédié,virement,Italie,1587.5
1205,257,2023-02-23,livré,paypal,Tunisie,1372.03
1206,500,2024-05-06,livré,paypal,Belgique,25.98
1207,249,2024-09-24,livré,virement,Canada,863.61
1208,96,2023-09-27,livré,virement,Tunisie,1535.79
1209,102,2023-04-16,livré,apple_pay,USA,1567.61
1210,93,2024-10-06,livré,virement,Allemagne,1711.2
1211,62,2023-07-16,livré,virement,Tunisie,86.35
1212,10,2023-02-22,en cours,cash_on_delivery,Tunisie,190.96
1213,269,2023-08-25,livré,virement,Italie,1270.29
1214,219,2024-10-21,livré,carte_bancaire,Belgique,1024.63
1215,57,2023-12-26,livré,cash_on_delivery,Allemagne,568.31
1216,164,2023-01-01,remboursé,carte_bancaire,Italie,371.69
1217,109,2024-09-13,livré,carte_bancaire,Tunisie,567.52
1218,95,2023-12-09,livré,paypal,Maroc,987.66
1219,50,2023-05-14,en cours,paypal,Italie,1369.09
1220,380,2024-08-26,annulé,apple_pay,USA,1488.43
1221,191,2024-08-21,livré,cash_on_delivery,Maroc,559.13
1222,455,2024-09-08,livré,carte_bancaire,France,1262.82
1223,301,2023-07-15,expédié,virement,Sénégal,1769.24
1224,474,2024-09-25,livré,paypal,Belgique,1884.22
1225,372,2024-06-30,livré,virement,France,1524.37
1226,66,2023-09-16,livré,apple_pay,Italie,1105.49
1227,459,2023-05-01,livré,cash_on_delivery,Maroc,1263.43
1228,248,2024-05-30,livré,carte_bancaire,Espagne,1863.35
1229,307,2023-10-24,livré,carte_bancaire,USA,1935.3
1230,32,2024-02-12,annulé,cash_on_delivery,Canada,1390.67
1231,446,2024-03-24,livré,apple_pay,Tunisie,159.22
1232,288,2023-10-06,annulé,virement,Espagne,807.69
1233,2,2024-12-14,livré,carte_bancaire,Canada,443.44
1234,234,2023-09-23,livré,paypal,Allemagne,1443.95
1235,152,2023-06-25,en cours,virement,France,1108.78
1236,274,2023-06-01,livré,paypal,Espagne,87.79
1237,139,2023-09-12,remboursé,virement,Canada,112.52
1238,60,2024-09-11,livré,paypal,Italie,701.45
1239,43,2023-09-28,expédié,virement,Tunisie,1769.13
1240,460,2023-02-28,en cours,carte_bancaire,Italie,656.02
1241,113,2023-09-20,en cours,carte_bancaire,Canada,566.58
1242,337,2024-08-20,expédié,carte_bancaire,Tunisie,1558.59
1243,485,2024-10-11,en cours,apple_pay,Canada,1741.35
1244,106,2023-10-03,annulé,virement,USA,449.07
1245,323,2023-06-09,annulé,cash_on_delivery,Allemagne,1508.27
1246,374,2024-05-05,en cours,carte_bancaire,Sénégal,743.59
1247,93,2023-06-30,livré,virement,USA,1633.04
1248,252,2023-10-16,expédié,carte_bancaire,Belgique,369.01
1249,84,2024-12-04,remboursé,apple_pay,Allemagne,1636.82
1250,36,2024-04-10,livré,cash_on_delivery,Maroc,858.53
1251,371,2023-01-13,livré,apple_pay,Maroc,1456.26
1252,194,2023-01-14,livré,carte_bancaire,Espagne,228.97
1253,128,2024-10-04,annulé,apple_pay,France,542.64
1254,406,2023-04-19,expédié,apple_pay,Italie,1915.66
1255,437,2024-05-06,en cours,apple_pay,Sénégal,412.62
1256,418,2023-06-08,livré,virement,France,670.2
1257,279,2023-05-07,en cours,carte_bancaire,France,1258.7
1258,53,2024-03-01,livré,virement,France,214.11
1259,468,2024-01-30,livré,virement,Italie,461.08
1260,336,2024-12-01,livré,cash_on_delivery,Maroc,1844.16
1261,252,2023-04-15,livré,paypal,Italie,229.17
1262,40,2023-03-28,en cours,carte_bancaire,USA,245.52
1263,78,2024-09-06,livré,virement,Tunisie,1065.66
1264,77,2024-10-01,remboursé,paypal,Italie,1377.45
1265,449,2024-11-08,livré,paypal,Belgique,1833.31
1266,416,2023-01-03,expédié,virement,Espagne,1599.38
1267,164,2024-05-04,livré,carte_bancaire,Maroc,898.92
1268,296,2023-05-29,livré,carte_bancaire,Italie,1456.15
1269,66,2023-11-23,livré,cash_on_delivery,Tunisie,776.18
1270,247,2024-10-13,en cours,paypal,Espagne,833.75
1271,411,2024-01-28,expédié,cash_on_delivery,Canada,1843.99
1272,255,2024-07-03,livré,virement,Tunisie,990.28
1273,43,2024-08-14,livré,virement,Maroc,849.46
1274,121,2023-01-18,livré,paypal,Canada,414.53
1275,243,2023-03-03,expédié,paypal,Italie,1842.6
1276,435,2023-05-23,annulé,paypal,Sénégal,1559.51
1277,74,2024-03-07,annulé,virement,Allemagne,1107.49
1278,424,2023-05-01,livré,virement,Tunisie,1496.52
1279,376,2024-01-16,livré,carte_bancaire,Maroc,1930.18
1280,340,2024-08-31,livré,virement,France,958.88
1281,76,2023-03-20,livré,carte_bancaire,USA,167.2
1282,426,2023-07-06,annulé,cash_on_delivery,Espagne,307.94
1283,384,2024-04-26,livré,cash_on_delivery,Italie,1898.04
1284,228,2023-10-21,annulé,carte_bancaire,Espagne,1393.54
1285,31,2023-06-27,remboursé,apple_pay,Espagne,73.92
1286,6,2024-04-10,livré,apple_pay,Belgique,853.01
1287,471,2023-08-21,livré,cash_on_delivery,Espagne,619.01
1288,140,2023-05-09,expédié,virement,Tunisie,1047.79
1289,317,2024-07-26,livré,apple_pay,Maroc,790.66
1290,419,2024-10-30,en cours,cash_on_delivery,Tunisie,960.06
1291,85,2024-03-10,livré,virement,Belgique,749.24
1292,56,2023-12-10,livré,carte_bancaire,Allemagne,731.78
1293,145,2023-08-05,livré,apple_pay,France,221.86
1294,388,2023-07-26,expédié,carte_bancaire,Allemagne,383.61
1295,138,2023-02-15,livré,apple_pay,Sénégal,1144.54
1296,24,2023-11-13,livré,carte_bancaire,Italie,195.49
1297,385,2023-07-19,livré,paypal,Tunisie,802.29
1298,372,2024-11-21,livré,carte_bancaire,Italie,267.74
1299,209,2024-05-29,remboursé,virement,France,1012.12
1300,301,2023-02-08,annulé,paypal,Espagne,959.14
1301,78,2024-10-02,en cours,carte_bancaire,Allemagne,166.72
1302,453,2023-05-25,livré,virement,Canada,1366.1
1303,265,2024-06-19,expédié,paypal,Sénégal,1221.39
1304,403,2024-09-30,livré,cash_on_delivery,France,588.77
1305,457,2023-09-02,en cours,virement,USA,1368.92
1306,311,2024-10-04,livré,cash_on_delivery,Maroc,313.28
1307,413,2023-11-13,livré,apple_pay,Maroc,1534.97
1308,256,2023-10-30,livré,virement,Maroc,634.3
1309,144,2023-03-14,livré,virement,Sénégal,713.2
1310,133,2024-03-28,expédié,virement,Maroc,1957.18
1311,498,2023-10-21,livré,cash_on_delivery,Tunisie,88.79
1312,439,2024-03-27,en cours,paypal,Canada,1364.36
1313,433,2023-03-27,en cours,cash_on_delivery,Canada,634.15
1314,231,2024-11-29,livré,carte_bancaire,USA,1752.32
1315,330,2024-12-17,livré,apple_pay,France,1583.28
1316,80,2023-06-12,remboursé,apple_pay,Tunisie,588.41
1317,438,2024-04-18,livré,carte_bancaire,Italie,782.56
1318,239,2024-04-21,livré,carte_bancaire,Maroc,1074.88
1319,93,2024-02-11,en cours,cash_on_delivery,Allemagne,1835.75
1320,206,2024-09-10,livré,cash_on_delivery,Allemagne,641.4
1321,360,2024-04-10,en cours,carte_bancaire,Canada,237.51
1322,80,2023-08-07,expédié,paypal,USA,299.57
1323,17,2023-03-05,expédié,paypal,Tunisie,1550.67
1324,243,2023-01-24,livré,cash_on_delivery,Belgique,430.87
1325,130,2023-03-12,en cours,paypal,Tunisie,176.35
1326,42,2024-03-05,livré,apple_pay,Allemagne,1427.29
1327,343,2023-02-25,remboursé,carte_bancaire,Tunisie,376.32
1328,176,2023-07-23,expédié,paypal,Tunisie,600.84
1329,247,2023-06-14,livré,cash_on_delivery,Italie,1380.77
1330,468,2023-01-11,en cours,apple_pay,USA,784.38
1331,102,2024-09-23,livré,virement,Italie,1339.25
1332,341,2023-11-21,expédié,carte_bancaire,Espagne,1878.55
1333,460,2023-11-21,livré,carte_bancaire,Tunisie,303.5
1334,135,2024-04-06,livré,virement,Sénégal,17.32
1335,328,2023-08-12,expédié,virement,Tunisie,203.92
1336,357,2024-01-22,livré,virement,Italie,340.54
1337,108,2024-08-13,expédié,carte_bancaire,Italie,1943.77
1338,417,2023-11-11,livré,apple_pay,Maroc,610.87
1339,359,2024-02-28,livré,cash_on_delivery,Italie,1998.11
1340,181,2023-12-10,annulé,carte_bancaire,Espagne,857.44
1341,235,2024-09-01,livré,virement,Canada,362.02
1342,224,2024-12-06,livré,cash_on_delivery,Belgique,1691.73
1343,360,2023-04-12,en cours,carte_bancaire,Maroc,1851.02
1344,46,2024-02-26,en cours,carte_bancaire,Sénégal,1236.36
1345,384,2023-04-13,annulé,cash_on_delivery,Canada,1855.19
1346,298,2024-03-06,annulé,virement,Allemagne,1338.74
1347,398,2023-07-20,livré,cash_on_delivery,Maroc,768.35
1348,180,2024-02-27,expédié,cash_on_delivery,France,1828.92
1349,482,2023-10-18,livré,paypal,Belgique,455.63
1350,158,2024-02-29,annulé,virement,France,1592.33
1351,461,2023-01-27,expédié,virement,Italie,75.02
1352,431,2024-09-06,annulé,paypal,Italie,1641.87
1353,88,2023-09-05,expédié,apple_pay,Tunisie,1985.73
1354,99,2023-02-22,en cours,apple_pay,Tunisie,792.7
1355,66,2023-06-27,expédié,cash_on_delivery,Italie,786.92
1356,265,2024-12-28,livré,virement,Canada,469.63
1357,61,2024-10-04,en cours,paypal,Canada,1570.72
1358,82,2023-04-06,expédié,carte_bancaire,Tunisie,415.49
1359,6,2023-01-29,en cours,apple_pay,Canada,1190.64
1360,472,2023-01-26,expédié,virement,Sénégal,1147.87
1361,325,2023-09-03,en cours,virement,Belgique,722.66
1362,100,2024-01-23,livré,paypal,France,498.06
1363,141,2023-01-24,livré,apple_pay,Maroc,296.1
1364,57,2023-04-20,livré,virement,Belgique,1195.83
1365,135,2024-05-21,remboursé,paypal,Allemagne,194.63
1366,201,2024-02-28,livré,carte_bancaire,Sénégal,1592.93
1367,492,2024-03-05,en cours,cash_on_delivery,Italie,428.49
1368,325,2023-07-04,expédié,paypal,France,1619.01
1369,463,2024-09-13,livré,carte_bancaire,Maroc,1138.91
1370,500,2024-09-20,livré,apple_pay,Canada,700.1
1371,3,2023-05-05,livré,virement,USA,1485.98
1372,16,2023-06-06,livré,virement,Italie,1040.81
1373,59,2023-05-22,remboursé,virement,Maroc,68.7
1374,373,2023-10-08,en cours,cash_on_delivery,Allemagne,261.89
1375,489,2024-10-29,livré,paypal,Sénégal,1419.09
1376,382,2024-02-14,annulé,virement,Belgique,877.76
1377,89,2023-10-15,livré,cash_on_delivery,Maroc,1693.61
1378,299,2023-06-19,annulé,virement,Sénégal,1179.28
1379,222,2023-10-06,remboursé,paypal,USA,853.24
1380,56,2024-08-03,en cours,paypal,Italie,864.33
1381,460,2023-06-21,en cours,carte_bancaire,Canada,137.89
1382,130,2024-10-22,livré,apple_pay,Italie,594.01
1383,204,2023-11-27,livré,cash_on_delivery,Espagne,368.01
1384,184,2024-01-16,livré,paypal,Espagne,438.22
1385,400,2024-12-05,livré,carte_bancaire,Italie,29.17
1386,110,2023-08-27,livré,apple_pay,Maroc,1592.53
1387,198,2023-08-11,livré,carte_bancaire,Canada,432.23
1388,143,2024-11-18,en cours,carte_bancaire,USA,1893.08
1389,458,2024-03-21,en cours,paypal,Italie,1367.44
1390,102,2024-05-25,livré,carte_bancaire,Belgique,1607.42
1391,216,2024-09-07,livré,paypal,USA,911.04
1392,197,2023-01-19,livré,apple_pay,France,52.32
1393,467,2024-02-17,livré,carte_bancaire,Canada,270.81
1394,471,2023-01-17,livré,carte_bancaire,Sénégal,681.41
1395,49,2023-11-05,annulé,paypal,Italie,836.01
1396,386,2023-11-17,livré,cash_on_delivery,USA,168.74
1397,25,2024-04-10,livré,cash_on_delivery,Maroc,1395.95
1398,432,2023-01-30,livré,virement,France,1239.77
